kdrama_name,tags
Ms. Hammurabi, bromance
Ms. Hammurabi, slow burn story 
"Ms. Ma, Nemesis",police department setting
"Ms. Ma, Nemesis", police captain supporting character
"Ms. Ma, Nemesis", writer female lead
"Ms. Ma, Nemesis", competent female lead
"Ms. Ma, Nemesis", hatred
"Ms. Ma, Nemesis", tough female lead
"Ms. Ma, Nemesis", hidden past
"Ms. Ma, Nemesis", fake identity
"Ms. Ma, Nemesis", secret
"Ms. Ma, Nemesis", crime against children 
Ms. Perfect,slight romance
Ms. Perfect, infidelity
Ms. Perfect, naive male lead
Ms. Perfect, weak male lead
Ms. Perfect, investigation 
My Absolute Boyfriend,male chases female first
My Absolute Boyfriend, robot
My Absolute Boyfriend, eccentric male lead
My Absolute Boyfriend, warm mancold woman
My Absolute Boyfriend, interspecies romance
My Absolute Boyfriend, artificial intelligence
My Absolute Boyfriend, cohabitation
My Absolute Boyfriend, nice male lead
My Absolute Boyfriend, clingy male lead
My Absolute Boyfriend, female antagonist 
My Beautiful Bride,gangster supporting character
My Beautiful Bride, police officer female lead
My Beautiful Bride, police officer male lead
My Beautiful Bride, underworld
My Beautiful Bride, conflict
My Beautiful Bride, hardworking male lead
My Beautiful Bride, unconditional love
My Beautiful Bride, hidden personality
My Beautiful Bride, strong male lead
My Beautiful Bride, loan shark 
My Beloved Sister,
"My Contracted Husband, Mr. Oh",trauma
"My Contracted Husband, Mr. Oh", strong male lead
"My Contracted Husband, Mr. Oh", contract relationship
"My Contracted Husband, Mr. Oh", family pressure
"My Contracted Husband, Mr. Oh", naive male lead
"My Contracted Husband, Mr. Oh", marriage
"My Contracted Husband, Mr. Oh", strong female lead
"My Contracted Husband, Mr. Oh", countryside setting
"My Contracted Husband, Mr. Oh", rural life
"My Contracted Husband, Mr. Oh", bromance 
My Country: The New Age,friendship
My Country: The New Age, multiple mains
My Country: The New Age, bromance
My Country: The New Age, joseon dynasty
My Country: The New Age, strong male lead
My Country: The New Age, power struggle
My Country: The New Age, war
My Country: The New Age, smart female lead
My Country: The New Age, first love
My Country: The New Age, evil parental figure 
My Dangerous Wife,smart female lead
My Dangerous Wife, kidnapping
My Dangerous Wife, infidelity
My Dangerous Wife, moneyobsession
My Dangerous Wife, revenge
My Dangerous Wife, married life
My Dangerous Wife, kind female lead
My Dangerous Wife, famous male lead
My Dangerous Wife, eccentric female lead
My Dangerous Wife, rich female lead 
My Daughter the Flower,soap opera 
"My Daughter, Geum Sa-wol",soap opera 
My Dear Cat,investigation
My Dear Cat, family 
My Fair Lady,materialistic female lead
My Fair Lady, badwrong tag 
My Father Is Strange,family secret
My Father Is Strange, eccentric female lead
My Father Is Strange, fake incest
My Father Is Strange, multiple couples
My Father Is Strange, strong female lead
My Father Is Strange, fatherdaughter relationship
My Father Is Strange, motherdaughter relationship
My Father Is Strange, motherson relationship
My Father Is Strange, fatherson relationship
My Father Is Strange, evil motherinlaw 
My Fellow Citizens!,character development
My Fellow Citizens!, elections
My Fellow Citizens!, social satire
My Fellow Citizens!, hidden identity
My Fellow Citizens!, strong female lead
My Fellow Citizens!, lying
My Fellow Citizens!, hardworking female lead
My Fellow Citizens!, repentance
My Fellow Citizens!, second chance
My Fellow Citizens!, mad dog 
My First First Love,friends to lovers
My First First Love, coming of age
My First First Love, first love
My First First Love, eccentric male lead
My First First Love, cohabitation
My First First Love, bromance
My First First Love, childhood friends relationship
My First First Love, housemates relationship
My First First Love, best friends relationship
My First First Love, architecture industry 
My First Love,doctor female lead
My First Love, hidden identity
My First Love, male chases female first
My First Love, student
My First Love, nice male lead
My First Love, first love
My First Love, adapted from a webtoon
My First Love, time travel
My First Love, investigation
My First Love, school 
My First Time,miniseries 
My Golden Life,rich manpoor woman
My Golden Life, rich male lead
My Golden Life, fatherdaughter relationship
My Golden Life, nice male lead
My Golden Life, badass female lead
My Golden Life, smart female lead
My Golden Life, forbidden love
My Golden Life, depression
My Golden Life, smart male lead
My Golden Life, sibling rivalry 
My Healing Love,calm female lead
My Healing Love, calm male lead
My Healing Love, nice male lead
My Healing Love, slow burn romance
My Healing Love, strong male lead
My Healing Love, family relationship
My Healing Love, cheating
My Healing Love, childhood friends relationship
My Healing Love, fatherinlaw  daughterinlaw relationship
My Healing Love, parttime worker female lead 
My Heart Twinkle Twinkle,multiple couples
My Heart Twinkle Twinkle, obsessive male lead
My Heart Twinkle Twinkle, possessive male lead
My Heart Twinkle Twinkle, death
My Heart Twinkle Twinkle, antihero
My Heart Twinkle Twinkle, obsession
My Heart Twinkle Twinkle, power struggle
My Heart Twinkle Twinkle, unrequited love
My Heart Twinkle Twinkle, death of a mother
My Heart Twinkle Twinkle, company president ceo male lead 
My Holo Love,artificial intelligence
My Holo Love, hologram
My Holo Love, tragic past
My Holo Love, prosopagnosia
My Holo Love, trauma
My Holo Love, nice female lead
My Holo Love, hardworking female lead
My Holo Love, hidden identity
My Holo Love, rich male lead
My Holo Love, love triangle 
My Horrible Boss,naive male lead
My Horrible Boss, strong female lead
My Horrible Boss, bossemployee relationship
My Horrible Boss, smart female lead
My Horrible Boss, independent female lead
My Horrible Boss, eccentric male lead
My Horrible Boss, exspouse relationship
My Horrible Boss, company manager
My Horrible Boss, shy male lead
My Horrible Boss, cosmetic company 
My Husband Got a Family,exspouse relationship
My Husband Got a Family, married life
My Husband Got a Family, grandmagrandson relationship
My Husband Got a Family, family reunion
My Husband Got a Family, producer
My Husband Got a Family, baking
My Husband Got a Family, multiple mains
My Husband Got a Family, infidelity
My Husband Got a Family, motherson relationship
My Husband Got a Family, fatherdaughter relationship 
My Husband's Woman,soap opera
My Husband's Woman, betrayal
My Husband's Woman, infidelity
My Husband's Woman, divorce
My Husband's Woman, antihero
My Husband's Woman, marriage
My Husband's Woman, love triangle 
My Kids Give Me a Headache,
"My Lawyer, Mr. Jo",law firm
"My Lawyer, Mr. Jo", adapted from a webtoon
"My Lawyer, Mr. Jo", investigation
"My Lawyer, Mr. Jo", lawyer male lead
"My Lawyer, Mr. Jo", wrongfully accused
"My Lawyer, Mr. Jo", death
"My Lawyer, Mr. Jo", misunderstanding
"My Lawyer, Mr. Jo", strong female lead 
"My Lawyer, Mr. Jo 2: Crime and Punishment",lawyer male lead
"My Lawyer, Mr. Jo 2: Crime and Punishment", haechoolring
"My Lawyer, Mr. Jo 2: Crime and Punishment", adapted from a webtoon
"My Lawyer, Mr. Jo 2: Crime and Punishment", investigation 
My Liberation Notes,slow burn story
My Liberation Notes, character development
My Liberation Notes, multiple mains
My Liberation Notes, loneliness
My Liberation Notes, introverted female lead
My Liberation Notes, alcoholic male lead
My Liberation Notes, slight comedy
My Liberation Notes, slow burn romance
My Liberation Notes, inner monologue
My Liberation Notes, alcoholism 
My Little Baby,neighbors relationship
My Little Baby, character development
My Little Baby, bromance
My Little Baby, second chance
My Little Baby, detective male lead
My Little Baby, single father male lead
My Little Baby, single mother female lead
My Little Baby, friendship 
My Love By My Side,teenage pregnancy
My Love By My Side, birth secret 
My Love from the Star,alien
My Love from the Star, interspecies romance
My Love from the Star, professor
My Love from the Star, sassy female lead
My Love from the Star, superhuman strength
My Love from the Star, time manipulation
My Love from the Star, cyberbullying
My Love from the Star, star crossed lovers
My Love from the Star, steamy kiss
My Love from the Star, special power 
My Love Patzzi,amusement park setting
My Love Patzzi, sabotage
My Love Patzzi, heart disease
My Love Patzzi, sassy female lead
My Love Patzzi, miniseries
My Love Patzzi, love triangle 
My Lovely Girl,older manyounger woman
My Lovely Girl, composer male lead
My Lovely Girl, record producer female lead
My Lovely Girl, record producer male lead
My Lovely Girl, age gap drama life
My Lovely Girl, age gap real life
My Lovely Girl, chasing a dream
My Lovely Girl, music industry
My Lovely Girl, forbidden love
My Lovely Girl, dog 
My Mister,nice male lead
My Mister, strong female lead
My Mister, smart female lead
My Mister, healing
My Mister, depression
My Mister, poor female lead
My Mister, infidelity
My Mister, power struggle
My Mister, hardworking female lead
My Mister, grandmagranddaughter relationship 
My Mother Is a Daughter-in-law,family 
My Name,blood
My Name, strong female lead
My Name, revenge
My Name, lying
My Name, undercover agent
My Name, violence
My Name, murder
My Name, double identity
My Name, crime boss
My Name, hidden identity 
My Only Love Song,time travel
My Only Love Song, goguryeo dynasty
My Only Love Song, fate
My Only Love Song, sassy female lead
My Only Love Song, lovehate relationship
My Only Love Song, soulmates
My Only Love Song, steamy kiss
My Only Love Song, first love
My Only Love Song, princess supporting character
My Only Love Song, historical fiction 
My Only One,female chases male first
My Only One, poor female lead
My Only One, exspouse relationship
My Only One, adopted female lead
My Only One, workplace romance
My Only One, secondary couple
My Only One, grandmagrandson relationship
My Only One, forced breakup
My Only One, benevolent father
My Only One, evil daughterinlaw 
My Roommate Is a Gumiho,ninetailed fox
My Roommate Is a Gumiho, cohabitation
My Roommate Is a Gumiho, smart male lead
My Roommate Is a Gumiho, nice male lead
My Roommate Is a Gumiho, supernatural
My Roommate Is a Gumiho, independent female lead
My Roommate Is a Gumiho, interspecies romance
My Roommate Is a Gumiho, adapted from a webtoon
My Roommate Is a Gumiho, friendship
My Roommate Is a Gumiho, multiple mains 
My Rosy Life,infidelity
My Rosy Life, older womanyounger man 
My Runway,body swap
My Runway, modeling
My Runway, famous leadcommon lead
My Runway, mean male lead
My Runway, opposites attract
My Runway, female chases male first
My Runway, bromance
My Runway, model female lead
My Runway, model male lead
My Runway, hardworking male lead 
My Sassy Girl,joseon dynasty
My Sassy Girl, sassy female lead
My Sassy Girl, lovehate relationship
My Sassy Girl, princess female lead
My Sassy Girl, historical fiction
My Sassy Girl, royalty
My Sassy Girl, smart male lead
My Sassy Girl, preproduced
My Sassy Girl, tomboy
My Sassy Girl, nice male lead 
My Secret Hotel,male chases female first
My Secret Hotel, clingy male lead
My Secret Hotel, hotel setting
My Secret Hotel, hotel management
My Secret Hotel, secret
My Secret Hotel, orphan female lead
My Secret Hotel, smart female lead
My Secret Hotel, female rivalry
My Secret Hotel, second chance romance
My Secret Hotel, sassy female lead 
My Secret Romance,onenight stand
My Secret Romance, steamy kiss
My Secret Romance, nutritionist
My Secret Romance, rich manpoor woman
My Secret Romance, bossemployee relationship
My Secret Romance, fast paced romance
My Secret Romance, rich male lead
My Secret Romance, cooking
My Secret Romance, love triangle
My Secret Romance, motherdaughter relationship 
My Secret Terrius,corruption
My Secret Terrius, strong female lead
My Secret Terrius, hidden identity
My Secret Terrius, tragic past
My Secret Terrius, character development
My Secret Terrius, teamwork
My Secret Terrius, single mother
My Secret Terrius, nice male lead
My Secret Terrius, spy male lead
My Secret Terrius, undercover agent male lead 
My Spring Days,older manyounger woman
My Spring Days, single father
My Spring Days, rich male lead
My Spring Days, love triangle
My Spring Days, rich female lead
My Spring Days, fate
My Spring Days, nice female lead
My Spring Days, organ transplantation
My Spring Days, illness
My Spring Days, nice male lead 
My Strange Hero,studentteacher relationship
My Strange Hero, corruption
My Strange Hero, second chance romance
My Strange Hero, evil parental figure
My Strange Hero, wrongfully accused
My Strange Hero, student
My Strange Hero, nice male lead
My Strange Hero, revenge
My Strange Hero, high school
My Strange Hero, school problems 
My Too Perfect Sons,brothers relationship
My Too Perfect Sons, jerk male lead
My Too Perfect Sons, nerdy male lead
My Too Perfect Sons, big family
My Too Perfect Sons, multiple mains
My Too Perfect Sons, older womanyounger man
My Too Perfect Sons, multiple couples
My Too Perfect Sons, female chases male first 
My Unfamiliar Family,family crisis
My Unfamiliar Family, amnesia
My Unfamiliar Family, misunderstanding
My Unfamiliar Family, multiple mains
My Unfamiliar Family, motherson relationship
My Unfamiliar Family, fatherdaughter relationship
My Unfamiliar Family, motherdaughter relationship
My Unfamiliar Family, fatherson relationship
My Unfamiliar Family, friends to lovers
My Unfamiliar Family, marriage 
My Unfortunate Boyfriend,clumsy male lead
My Unfortunate Boyfriend, amusement park setting
My Unfortunate Boyfriend, airhead male lead
My Unfortunate Boyfriend, hardworking female lead
My Unfortunate Boyfriend, naive male lead
My Unfortunate Boyfriend, eccentric male lead
My Unfortunate Boyfriend, weak male lead
My Unfortunate Boyfriend, nice male lead
My Unfortunate Boyfriend, first love 
Mysterious Personal Shopper,positive female lead
Mysterious Personal Shopper, rich female lead
Mysterious Personal Shopper, soap opera
Mysterious Personal Shopper, betrayal
Mysterious Personal Shopper, revenge
Mysterious Personal Shopper, double identity
Mysterious Personal Shopper, investigation 
Mystic Pop-up Bar,afterlife
Mystic Pop-up Bar, tragic past
Mystic Pop-up Bar, grudge
Mystic Pop-up Bar, hottempered female lead
Mystic Pop-up Bar, spirit
Mystic Pop-up Bar, adapted from a webtoon
Mystic Pop-up Bar, special power
Mystic Pop-up Bar, flashback to past
Mystic Pop-up Bar, food
Mystic Pop-up Bar, innocent male lead 
Naeil's Cantabile,adapted from a manga
Naeil's Cantabile, cold male lead
Naeil's Cantabile, eccentric female lead
Naeil's Cantabile, naive female lead
Naeil's Cantabile, clingy female lead
Naeil's Cantabile, female chases male first
Naeil's Cantabile, orchestra conductor male lead
Naeil's Cantabile, pianist female lead
Naeil's Cantabile, pianist male lead
Naeil's Cantabile, musician male lead 
Naked Fireman,nice male lead
Naked Fireman, miniseries
Naked Fireman, trauma
Naked Fireman, rich womanpoor man
Naked Fireman, childish male lead
Naked Fireman, fire accident
Naked Fireman, hardworking male lead
Naked Fireman, orphan female lead
Naked Fireman, rich female lead
Naked Fireman, orphan male lead 
Navillera,ballet
Navillera, life lesson
Navillera, unusual friendship
Navillera, adapted from a webtoon
Navillera, second chance
Navillera, fatherson relationship
Navillera, character development
Navillera, grandpagranddaughter relationship
Navillera, bromance
Navillera, kind male lead 
Never Twice,bright female lead
Never Twice, multiple couples
Never Twice, rich male lead
Never Twice, multiple mains
Never Twice, camping trip
Never Twice, past failure
Never Twice, rich family
Never Twice, lovehate relationship
Never Twice, power struggle
Never Twice, hotel setting 
Nevertheless,steamy kiss
Nevertheless, sexual content
Nevertheless, fast paced romance
Nevertheless, weak female lead
Nevertheless, multiple couples
Nevertheless, friends with benefits
Nevertheless, love triangle
Nevertheless, adapted from a webtoon
Nevertheless, playboy male lead
Nevertheless, lovehate relationship 
New Heart,hospital setting
New Heart, surgeon female lead
New Heart, surgeon male lead
New Heart, doctor female lead
New Heart, doctor male lead
New Heart, heart surgery
New Heart, older womanyounger man
New Heart, nice male lead 
Nice Witch,identity swap
Nice Witch, double identity
Nice Witch, identical twin female lead
Nice Witch, flight attendant female lead
Nice Witch, pilot male lead
Nice Witch, innocent female lead
Nice Witch, sisters relationship
Nice Witch, brothersister relationship
Nice Witch, flashback to past
Nice Witch, single mother 
Night Light,cold female lead
Night Light, strong female lead
Night Light, sismance
Night Light, friendship 
Nine,teacher male lead
Nine, singer male lead
Nine, chasing a dream
Nine, car accident
Nine, miniseries
Nine, web series 
No Matter What,hardship
No Matter What, sisters relationship
No Matter What, remarriage
No Matter What, entertainment industry
No Matter What, orphan male lead
No Matter What, soap opera
No Matter What, prejudice
No Matter What, onenight stand
No Matter What, divorce
No Matter What, rich womanpoor man 
"No, Thank You",office worker female lead
"No, Thank You", motherinlaw  daughterinlaw relationship
"No, Thank You", married couple
"No, Thank You", web series
"No, Thank You", marriage
"No, Thank You", adapted from a webtoon
"No, Thank You", family 
"Noble, My Love",possessive male lead
"Noble, My Love", male chases female first
"Noble, My Love", rich manpoor woman
"Noble, My Love", cold manwarm woman
"Noble, My Love", veterinarian
"Noble, My Love", rich male lead
"Noble, My Love", overbearing ceo
"Noble, My Love", contract relationship
"Noble, My Love", web series
"Noble, My Love", clingy male lead 
Nobody Knows,strong female lead
Nobody Knows, smart female lead
Nobody Knows, murder
Nobody Knows, death
Nobody Knows, guilt
Nobody Knows, unusual friendship
Nobody Knows, calm female lead
Nobody Knows, trauma
Nobody Knows, friendship
Nobody Knows, selfharm 
Nokdu Flower,peasant revolution
Nokdu Flower, revolution
Nokdu Flower, strong male lead
Nokdu Flower, leadership
Nokdu Flower, corruption
Nokdu Flower, character development
Nokdu Flower, joseon dynasty
Nokdu Flower, badass male lead
Nokdu Flower, evil parental figure
Nokdu Flower, smart male lead 
Nonstop,university
Nonstop, student
Nonstop, family
Nonstop, youth
Nonstop, friendship 
"Now, We Are Breaking Up",older womanyounger man
"Now, We Are Breaking Up", forbidden love
"Now, We Are Breaking Up", smart male lead
"Now, We Are Breaking Up", cold female lead
"Now, We Are Breaking Up", age gap drama life
"Now, We Are Breaking Up", age gap real life
"Now, We Are Breaking Up", smart female lead
"Now, We Are Breaking Up", steamy kiss
"Now, We Are Breaking Up", photography
"Now, We Are Breaking Up", multiple couples 
Oh Feel Young,rags to riches
Oh Feel Young, character development
Oh Feel Young, business 
Oh My Baby,hardworking female lead
Oh My Baby, motherhood
Oh My Baby, reverseharem
Oh My Baby, female infertility
Oh My Baby, pregnancy
Oh My Baby, strong female lead
Oh My Baby, motherdaughter relationship
Oh My Baby, family relationship
Oh My Baby, long time friends
Oh My Baby, single father 
Oh My Ghost,bossemployee relationship
Oh My Ghost, identity swap
Oh My Ghost, hardworking male lead
Oh My Ghost, successful male lead
Oh My Ghost, ghostseeing female lead
Oh My Ghost, sismance
Oh My Ghost, love triangle
Oh My Ghost, cold manwarm woman
Oh My Ghost, female chases male first
Oh My Ghost, shamanism 
Oh My Ladylord,cohabitation
Oh My Ladylord, roommates relationship
Oh My Ladylord, screenwriter male lead
Oh My Ladylord, actress female lead
Oh My Ladylord, doctor supporting character
Oh My Ladylord, family conflict
Oh My Ladylord, mental illness
Oh My Ladylord, heir
Oh My Ladylord, tearjerker
Oh My Ladylord, obsessivecompulsive disorder 
Oh My Venus,weight loss
Oh My Venus, makeover
Oh My Venus, cohabitation
Oh My Venus, body image
Oh My Venus, bromance
Oh My Venus, rich male lead
Oh My Venus, hidden identity
Oh My Venus, hardworking male lead
Oh My Venus, hardworking female lead
Oh My Venus, steamy kiss 
Oh! My Lady,fatherdaughter relationship
Oh! My Lady, swindler male lead
Oh! My Lady, child female lead
Oh! My Lady, innocent female lead
Oh! My Lady, disabled female lead
Oh! My Lady, selfish male lead
Oh! My Lady, kind female lead
Oh! My Lady, terminal care
Oh! My Lady, sick female lead
Oh! My Lady, selfless female lead 
"Oh, the Mysterious",investigation
"Oh, the Mysterious", friendship
"Oh, the Mysterious", childhood friends relationship
"Oh, the Mysterious", detective fiction
"Oh, the Mysterious", police department
"Oh, the Mysterious", childhood crush
"Oh, the Mysterious", fake identity
"Oh, the Mysterious", exconvict
"Oh, the Mysterious", secret crush
"Oh, the Mysterious", conglomerate 
Ohlala Couple,redemption
Ohlala Couple, second chance romance
Ohlala Couple, infidelity
Ohlala Couple, body swap 
Ojakgyo Family,big family
Ojakgyo Family, multiple mains
Ojakgyo Family, multiple couples
Ojakgyo Family, policeman
Ojakgyo Family, older womanyounger man
Ojakgyo Family, farm setting
Ojakgyo Family, brothers relationship
Ojakgyo Family, soap opera 
On Air,screenwriter female lead
On Air, actress female lead
On Air, talent manager male lead
On Air, director male lead
On Air, entertainment industry 
On the Verge of Insanity,career oriented female lead
On the Verge of Insanity, hardworking male lead
On the Verge of Insanity, successful female lead
On the Verge of Insanity, hardworking female lead
On the Verge of Insanity, strong female lead
On the Verge of Insanity, calm male lead
On the Verge of Insanity, strict boss
On the Verge of Insanity, engineer male lead
On the Verge of Insanity, strict female lead
On the Verge of Insanity, business 
On the Way to the Airport,airport setting
On the Way to the Airport, flight attendant female lead
On the Way to the Airport, second chance romance
On the Way to the Airport, infidelity
On the Way to the Airport, second chance 
Once Again,divorce
Once Again, multiple couples
Once Again, multiple mains
Once Again, marriage
Once Again, bickering couple
Once Again, lovehate relationship
Once Again, secret relationship
Once Again, muteness
Once Again, motherdaughter relationship
Once Again, nice male lead 
One Fine Day,bucket list
One Fine Day, miniseries 
One More Happy Ending,sismance
One More Happy Ending, marriage
One More Happy Ending, childhood friends relationship
One More Happy Ending, single father
One More Happy Ending, exspouse comes back
One More Happy Ending, matchmaking
One More Happy Ending, multiple mains
One More Happy Ending, older womanyounger man
One More Happy Ending, second chance
One More Happy Ending, multiple couples 
One More Time,time loop
One More Time, time travel
One More Time, fate
One More Time, suicide
One More Time, miniseries
One More Time, band
One More Time, web series
One More Time, arrogant male lead
One More Time, mental illness
One More Time, depression 
One Ordinary Day,murder
One Ordinary Day, investigation
One Ordinary Day, brief nudity
One Ordinary Day, sexual content
One Ordinary Day, death
One Ordinary Day, student
One Ordinary Day, prison
One Ordinary Day, lawyer male lead
One Ordinary Day, prisoner
One Ordinary Day, drug usage 
One Spring Night,nice male lead
One Spring Night, family pressure
One Spring Night, strong female lead
One Spring Night, adult romance
One Spring Night, fatherson relationship
One Spring Night, strict father
One Spring Night, sismance
One Spring Night, male chases female first
One Spring Night, motherson relationship
One Spring Night, motherdaughter relationship 
One Sunny Day,salesmansaleswoman supporting character
One Sunny Day, florist supporting character
One Sunny Day, police officer supporting character
One Sunny Day, short length series
One Sunny Day, miniseries
One Sunny Day, web series 
One the Woman,imposter
One the Woman, rich male lead
One the Woman, investigation
One the Woman, amnesia
One the Woman, identity swap
One the Woman, strong female lead
One the Woman, car accident
One the Woman, death
One the Woman, corruption
One the Woman, heir 
One Thousand Won Lawyer,lawyer male lead
One Thousand Won Lawyer, smart male lead
One Thousand Won Lawyer, poor male lead 
One Warm Word,slight romance
One Warm Word, infidelity 
One Well-Raised Daughter,family dispute
One Well-Raised Daughter, soap opera
One Well-Raised Daughter, family relationship
One Well-Raised Daughter, hidden identity
One Well-Raised Daughter, heiress
One Well-Raised Daughter, misunderstanding
One Well-Raised Daughter, strong female lead
One Well-Raised Daughter, marriage
One Well-Raised Daughter, crossdressing
One Well-Raised Daughter, drama 
Only Love,soap opera
Only Love, revenge 
Only You,
Operation Proposal,childhood crush
Operation Proposal, secret crush
Operation Proposal, inferiority complex
Operation Proposal, male chases female first
Operation Proposal, second chance
Operation Proposal, unrequited love
Operation Proposal, love triangle
Operation Proposal, time travel
Operation Proposal, childhood friends relationship
Operation Proposal, mdl remake 
Orange Marmalade,interspecies romance
Orange Marmalade, vampire
Orange Marmalade, music
Orange Marmalade, high school
Orange Marmalade, first love
Orange Marmalade, adapted from a webtoon
Orange Marmalade, love triangle
Orange Marmalade, flashback to past
Orange Marmalade, male chases female first
Orange Marmalade, hidden identity 
Our Beloved Summer,lovers reunited
Our Beloved Summer, high school sweethearts
Our Beloved Summer, first love
Our Beloved Summer, healing
Our Beloved Summer, flashback to past
Our Beloved Summer, lovehate relationship
Our Beloved Summer, interview
Our Beloved Summer, slice of life
Our Beloved Summer, coming of age
Our Beloved Summer, bickering couple 
Our Blues,multiple mains
Our Blues, anthology
Our Blues, island setting
Our Blues, middleaged female lead
Our Blues, middleaged male lead
Our Blues, age gap drama life
Our Blues, age gap real life
Our Blues, slow burn story
Our Blues, family
Our Blues, friendship 
Our Gap-soon,
Over the Rainbow,singer female lead
Over the Rainbow, singer male lead
Over the Rainbow, naive female lead
Over the Rainbow, singing
Over the Rainbow, clingy female lead
Over the Rainbow, friendship 
Pachinko,coproduced
Pachinko, discrimination
Pachinko, immigrant
Pachinko, adapted from a novel
Pachinko, abuse of power
Pachinko, racism
Pachinko, japanese colonial rule
Pachinko, world war 
Pachinko, forbidden love
Pachinko, world war  
Padam Padam,exconvict male lead
Padam Padam, countryside setting
Padam Padam, angel male lead
Padam Padam, wrongfully accused
Padam Padam, older manyounger woman
Padam Padam, death
Padam Padam, tragic past
Padam Padam, obsession
Padam Padam, murder
Padam Padam, poor male lead 
Papa,
Partners for Justice,forensic medical examiner male lead
Partners for Justice, prosecutor female lead
Partners for Justice, forensic science
Partners for Justice, lieutenant supporting character
Partners for Justice, serial killer supporting character
Partners for Justice, detective fiction
Partners for Justice, criminal supporting character
Partners for Justice, age gap drama life
Partners for Justice, age gap real life
Partners for Justice, warm female lead 
Passionate Love,star crossed lovers
Passionate Love, soap opera
Passionate Love, drama 
Pegasus Market,adapted from a webtoon
Pegasus Market, eccentric male lead
Pegasus Market, teamwork
Pegasus Market, bossemployee relationship
Pegasus Market, supermarket
Pegasus Market, corruption
Pegasus Market, nice male lead
Pegasus Market, character development
Pegasus Market, tragic past
Pegasus Market, bromance 
Perfume,phobia
Perfume, transformation
Perfume, modeling
Perfume, eccentric male lead
Perfume, cold manwarm woman
Perfume, clingy male lead
Perfume, double identity
Perfume, mean male lead
Perfume, tragic past
Perfume, poor female lead 
Persona,miniseries
Persona, strong female lead
Persona, sismance
Persona, psychological
Persona, anthology
Persona, fatherdaughter relationship
Persona, tennis player
Persona, infidelity
Persona, sports
Persona, friendship 
Phantom,smart male lead
Phantom, hidden identity
Phantom, murder
Phantom, investigation
Phantom, corruption
Phantom, police department setting
Phantom, detective fiction
Phantom, detective male lead
Phantom, death
Phantom, suspense 
Phoenix,riches to rags
Phoenix, love square
Phoenix, rich manpoor woman
Phoenix, first love
Phoenix, businessman
Phoenix, orphan male lead
Phoenix, soap opera
Phoenix, divorced couple
Phoenix, obsession 
Phoenix 2020,disapproving parent
Phoenix 2020, time skip
Phoenix 2020, divorce
Phoenix 2020, family pressure
Phoenix 2020, rags to riches
Phoenix 2020, first love
Phoenix 2020, marriage
Phoenix 2020, pregnancy
Phoenix 2020, love triangle
Phoenix 2020, mdl remake 
Piano,stepsibling romance
Piano, incest
Piano, gangster male lead
Piano, secret romance
Piano, forbidden love
Piano, older womanyounger man
Piano, badwrong tag
Piano, forgiveness
Piano, badwrong tag
Piano, stepsiblings love 
Pied Piper,investigation
Pied Piper, resentment
Pied Piper, sensitive female lead
Pied Piper, orphan female lead
Pied Piper, scheme
Pied Piper, policewoman
Pied Piper, injustice
Pied Piper, smart male lead
Pied Piper, corruption
Pied Piper, strong female lead 
Pink Lipstick,best friends relationship
Pink Lipstick, retaliation
Pink Lipstick, multiple marriages
Pink Lipstick, wedlock child
Pink Lipstick, infidelity
Pink Lipstick, revenge
Pink Lipstick, marriage
Pink Lipstick, friendship 
Pinocchio,tragic past
Pinocchio, hidden identity
Pinocchio, double identity
Pinocchio, journalism
Pinocchio, adopted siblings love
Pinocchio, cohabitation
Pinocchio, revenge
Pinocchio, wrongfully accused
Pinocchio, bromance
Pinocchio, news media 
Player,strong female lead
Player, corruption
Player, hidden identity
Player, conspiracy
Player, double identity
Player, fight
Player, gang
Player, unusual friendship
Player, badass male lead
Player, hardworking male lead 
"Please Come Back, Soon-ae",body swap 
Please Don't Date Him,artificial intelligence
Please Don't Date Him, nice male lead
Please Don't Date Him, programmer
Please Don't Date Him, smart female lead
Please Don't Date Him, badwrong tag
Please Don't Date Him, obsessive exlover
Please Don't Date Him, clingy exboyfriend
Please Don't Date Him, sismance
Please Don't Date Him, break off engagement
Please Don't Date Him, hidden camera crime 
Plus Nine Boys,male chases female first
Plus Nine Boys, friends to lovers
Plus Nine Boys, multiple couples
Plus Nine Boys, male centered plot
Plus Nine Boys, superstition
Plus Nine Boys, love triangle
Plus Nine Boys, bromance
Plus Nine Boys, workplace romance
Plus Nine Boys, player male lead
Plus Nine Boys, misunderstanding 
Police University,investigation
Police University, teamwork
Police University, police academy
Police University, university
Police University, student
Police University, youth
Police University, honest female lead
Police University, orphan male lead
Police University, fatherson relationship
Police University, friendship 
"Poong, the Joseon Psychiatrist",village setting
"Poong, the Joseon Psychiatrist", widow female lead
"Poong, the Joseon Psychiatrist", doctor female lead
"Poong, the Joseon Psychiatrist", doctor male lead
"Poong, the Joseon Psychiatrist", historical fiction
"Poong, the Joseon Psychiatrist", attempted suicide
"Poong, the Joseon Psychiatrist", mental illness
"Poong, the Joseon Psychiatrist", trauma
"Poong, the Joseon Psychiatrist", psychiatry
"Poong, the Joseon Psychiatrist", adapted from a novel 
Poseidon,coast guard
Poseidon, workplace romance
Poseidon, slight romance
Poseidon, teamwork
Poseidon, cohabitation
Poseidon, tragic past
Poseidon, investigation
Poseidon, drama 
